4294705376 28427 20 71000000
4294705427 57644 20 113000000
4294705478 57644 20 113000000
4294705529 57644 20 113000000
4294705580 57644 20 113000000
4294705631 57644 20 113000000
4294705682 57644 20 113000000
4294705733 57644 20 113000000
4294705784 57644 20 113000000
4294705835 57644 20 113000000
4294705886 57644 20 113000000
4294705937 57644 20 113000000
4294705988 57644 20 113000000
4294706039 57644 20 113000000
4294706090 57644 20 113000000
4294706141 57644 20 113000000
4294706192 57644 20 113000000
4294706243 57644 20 113000000
4294706294 57644 20 113000000
4294706345 57644 20 113000000
4294706396 67061 20 130000000
4294706447 83609 20 158000000
4294706498 104592 20 188000000
4294706549 104592 20 188000000
4294706600 104592 20 188000000
4294706651 104592 20 188000000
4294706702 104592 20 188000000
4294706753 104592 20 188000000
4294706804 104592 20 188000000
4294706855 104592 20 188000000
4294706906 104592 20 188000000
4294706957 104592 20 188000000
4294707008 104592 20 188000000
4294707059 104592 20 188000000
4294707110 104592 20 188000000
4294707161 104592 20 188000000
4294707212 104592 20 188000000
4294707263 104592 20 188000000
4294707314 104592 20 188000000
4294707365 104592 20 188000000
4294707416 113665 20 207000000
4294707467 113665 20 207000000
4294707518 135834 20 248000000
4294707569 144544 20 262000000
4294707620 144544 20 262000000
4294707671 144544 20 262000000
4294707722 144544 20 262000000
4294707773 144544 20 262000000
4294707824 144544 20 262000000
4294707875 144544 20 262000000
4294707926 144544 20 262000000
4294707977 144544 20 262000000
4294708028 144544 20 262000000
4294708079 144544 20 262000000
4294708130 144544 20 262000000
4294708181 144544 20 262000000
4294708232 144544 20 262000000
4294708283 144544 20 262000000
4294708334 144544 20 262000000
4294708385 144544 20 262000000
4294708436 153279 20 277000000
4294708487 153279 20 277000000
4294708538 154244 20 283991600
4294708589 178768 20 319991600
4294708640 178768 20 319991600
4294708691 178768 20 319991600
4294708742 178768 20 319991600
4294708793 178768 20 319991600
4294708844 178768 20 319991600
4294708895 178768 20 319991600
4294708946 178768 20 319991600
4294708997 178768 20 319991600
4294709048 178768 20 319991600
4294709099 178768 20 319991600
4294709150 178768 20 319991600
4294709201 178768 20 319991600
4294709252 178768 20 319991600
4294709303 178768 20 319991600
4294709354 178768 20 319991600
4294709405 178768 20 319991600
4294709456 187210 20 338991600
4294709507 187210 20 338991600
4294709558 187210 20 338991600
4294709609 206543 20 373991600
4294709660 208504 20 375991600
4294709711 208504 20 375991600
4294709762 208504 20 375991600
4294709813 208504 20 375991600
4294709864 208504 20 375991600
4294709915 208504 20 375991600
4294709966 208504 20 375991600
4294710017 208504 20 375991600
4294710068 208504 20 375991600
4294710119 208504 20 375991600
4294710170 208504 20 375991600
4294710221 208504 20 375991600
4294710272 208504 20 375991600
4294710323 208504 20 375991600
4294710374 208504 20 375991600
4294710425 208504 20 375991600
4294710476 216596 20 390991600
4294710527 216596 20 390991600
4294710578 216596 20 390991600
4294710629 222484 20 407991600
4294710680 234170 20 426991600
4294710731 234170 20 426991600
4294710782 234170 20 426991600
4294710833 234170 20 426991600
4294710884 234170 20 426991600
4294710935 234170 20 426991600
4294710986 234170 20 426991600
4294711037 234170 20 426991600
4294711088 234170 20 426991600
4294711139 234170 20 426991600
4294711190 234170 20 426991600
4294711241 234170 20 426991600
4294711292 234170 20 426991600
4294711343 234170 20 426991600
4294711394 234170 20 426991600
4294711445 234559 20 429991600
4294711496 241937 20 442991600
4294711547 241937 20 442991600
4294711598 241937 20 442991600
4294711649 241957 20 443991600
4294711700 256329 20 477991600
4294711751 256329 20 477991600
4294711802 256329 20 477991600
4294711853 256329 20 477991600
4294711904 256329 20 477991600
4294711955 256329 20 477991600
4294712006 256329 20 477991600
4294712057 256329 20 477991600
4294712108 256329 20 477991600
4294712159 256329 20 477991600
4294712210 256329 20 477991600
