4294713489 32481 12 71000000
4294713540 57642 12 105000000
4294713591 57642 12 105000000
4294713642 57642 12 105000000
4294713693 57642 12 105000000
4294713744 57642 12 105000000
4294713795 57642 12 105000000
4294713846 57642 12 105000000
4294713897 57642 12 105000000
4294713948 57642 12 105000000
4294713999 57642 12 105000000
4294714050 57642 12 105000000
4294714101 57642 12 105000000
4294714152 57642 12 105000000
4294714203 57642 12 105000000
4294714254 57642 12 105000000
4294714305 57642 12 105000000
4294714356 57642 12 105000000
4294714407 57642 12 105000000
4294714458 57642 12 105000000
4294714509 67059 12 118995300
4294714560 89748 12 153995300
4294714611 104590 12 173995300
4294714662 104590 12 173995300
4294714713 104590 12 173995300
4294714764 104590 12 173995300
4294714815 104590 12 173995300
4294714866 104590 12 173995300
4294714917 104590 12 173995300
4294714968 104590 12 173995300
4294715019 104590 12 173995300
4294715070 104590 12 173995300
4294715121 104590 12 173995300
4294715172 104590 12 173995300
4294715223 104590 12 173995300
4294715274 104590 12 173995300
4294715325 104590 12 173995300
4294715376 104590 12 173995300
4294715427 104590 12 173995300
4294715478 104631 12 174995300
4294715529 113663 12 188988000
4294715580 113663 12 188988000
4294715631 144021 12 238988000
4294715682 144542 12 240988000
4294715733 144542 12 240988000
4294715784 144542 12 240988000
4294715835 144542 12 240988000
4294715886 144542 12 240988000
4294715937 144542 12 240988000
4294715988 144542 12 240988000
4294716039 144542 12 240988000
4294716090 144542 12 240988000
4294716141 144542 12 240988000
4294716192 144542 12 240988000
4294716243 144542 12 240988000
4294716294 144542 12 240988000
4294716345 144542 12 240988000
4294716396 144542 12 240988000
4294716447 144542 12 240988000
4294716498 147697 12 246988000
4294716549 153277 12 255976400
4294716600 153277 12 255976400
4294716651 163526 12 274976400
4294716702 178766 12 297976400
4294716753 178766 12 297976400
4294716804 178766 12 297976400
4294716855 178766 12 297976400
4294716906 178766 12 297976400
4294716957 178766 12 297976400
4294717008 178766 12 297976400
4294717059 178766 12 297976400
4294717110 178766 12 297976400
4294717161 178766 12 297976400
4294717212 178766 12 297976400
4294717263 178766 12 297976400
4294717314 178766 12 297976400
4294717365 178766 12 297976400
4294717416 178766 12 297976400
4294717467 178766 12 297976400
4294717518 183237 12 307967500
4294717569 187208 12 314967500
4294717620 187208 12 314967500
4294717671 187208 12 314967500
4294717722 208502 12 351967500
4294717773 208502 12 351967500
4294717824 208502 12 351967500
4294717875 208502 12 351967500
4294717926 208502 12 351967500
4294717977 208502 12 351967500
4294718028 208502 12 351967500
4294718079 208502 12 351967500
4294718130 208502 12 351967500
4294718181 208502 12 351967500
4294718232 208502 12 351967500
4294718283 208502 12 351967500
4294718334 208502 12 351967500
4294718385 208502 12 351967500
4294718436 208502 12 351967500
4294718487 208502 12 351967500
4294718538 212122 12 362967500
4294718589 216594 12 371967500
4294718640 216594 12 371967500
4294718691 216594 12 371967500
4294718742 229228 12 401967500
4294718793 234168 12 409967500
4294718844 234168 12 409967500
4294718895 234168 12 409967500
4294718946 234168 12 409967500
4294718997 234168 12 409967500
4294719048 234168 12 409967500
4294719099 234168 12 409967500
4294719150 234168 12 409967500
4294719201 234168 12 409967500
4294719252 234168 12 409967500
4294719303 234168 12 409967500
4294719354 234168 12 409967500
4294719405 234168 12 409967500
4294719456 234168 12 409967500
4294719507 234168 12 409967500
4294719558 238251 12 420967500
4294719609 241935 12 429967500
4294719660 241935 12 429967500
4294719711 241935 12 429967500
4294719762 243875 12 441967500
4294719813 256327 12 462967500
4294719864 256327 12 462967500
4294719915 256327 12 462967500
4294719966 256327 12 462967500
4294720017 256327 12 462967500
4294720068 256327 12 462967500
4294720119 256327 12 462967500
4294720170 256327 12 462967500
4294720221 256327 12 462967500
4294720272 256327 12 462967500
4294720323 256327 12 462967500
4294720374 256327 12 462967500
4294720425 256327 12 462967500
4294720476 256327 12 462967500
